南湖区税务局;120.785931853281;30.7531954947946
甪里街双溪路;120.783676319294;30.7638862809662
石堰苑南区西;120.773064522335;30.7136331616572
城南路嘉杭路;120.721383217355;30.7307132349572
皇都花苑;120.781575209407;30.7552085621325
秀洲大道万科金域缇;120.685015269393;30.7869173167867
佳园小区;120.709213649285;30.7698124537674
亚太花苑;120.809786962854;30.7458084620271
三元路建国北路;120.743985191742;30.7812348316646
秀园路洪贤路（智富;120.680102090378;30.7626196875529
市图书馆;120.760737822577;30.7473040741916
义庄东;120.694898237124;30.7792969747081
禾源新都（南区）;120.718652638646;30.7054696850034
市青少年宫;120.741867042868;30.7786189920372
西马桥小区;120.740622471784;30.7841792616783
长桥路腊梅路;120.739300000562;30.7263960006732
北师大附属学校;120.798784929011;30.7466242232454
甪里街纺工路;120.763259047982;30.7643902483938
南溪农贸市场;120.796102815913;30.7532923953295
城南路真合路;120.735065256624;30.7478548266594
双溪路望湖路;120.785625916523;30.7498636457574
放鹤洲小区一期;120.741252605987;30.7509715655944
范蠡湖公园;120.739257176824;30.7587546911396
三水湾农贸市场;120.774836334829;30.7599906616593
桐乡大道嘉杭路;120.718810213357;30.7442283267511
市运管局西;120.71685885884;30.7673583153863
华新花园南（大润发;120.708073538236;30.7605813330287
秀洲区公安分局;120.710028103307;30.7662086427285
中环东路周安路;120.772534568979;30.7812846700546
缪家圩路文贤路;120.781310007172;30.7284600034651
宏兴幼儿园北区;120.733680238746;30.7706855764332
市妇幼保健院;120.776519005414;30.7424850021379
城北路同乐路;120.739540214261;30.7728661794902
洪兴路秀园路（智富;120.68293529548;30.7627852800638
越秀北路洪越路;120.728925712016;30.7690903442169
城南街道办事处西;120.728526389732;30.7365044383246
国际中港城西;120.785658829657;30.7415459905268
城南路文昌路;120.736920080532;30.7505264446864
市工商局;120.717796432234;30.7584170706002
秀州路解放路;120.751828074571;30.773997250901
望鹤路放鹤洲路;120.736636374702;30.7449416480276
嘉兴学院越秀校区;120.729040065294;30.7471446838748
常秀街农贸市场;120.717367407039;30.763467243269
泾水公寓东区;120.783530059551;30.7598966517368
嘉州美都（实验小学;120.727697656735;30.7773051686852
